BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,GenderCode,RaceDesc,MaritalDesc,TrainingType,TrainingOutcome,CurrentEmployeeRating,EngagementScore,SatisfactionScore,Work-LifeBalanceScore,TrainingDurationDays,TrainingCost,Age,PerformanceScore
PYZ,Active,Full-Time,Zone A,Full-Time,Production,Male,Asian,Single,External,Passed,4,4,2,1,4,616.66,69,0
WBL,Active,Contract,Zone B,Part-Time,Production,Female,Hispanic,Married,Internal,Completed,4,4,1,5,5,368.55,32,0
NEL,Terminated,Contract,Zone B,Full-Time,Production,Female,Black,Widowed,External,Passed,4,1,3,1,4,937.57,26,0
PL,Active,Full-Time,Zone A,Full-Time,Production,Female,Hispanic,Widowed,External,Incomplete,5,4,4,4,4,706.08,38,0
BPC,Active,Contract,Zone A,Temporary,Production,Female,Black,Single,Internal,Incomplete,5,2,1,4,2,542.94,28,0
CCDR,Active,Full-Time,Zone A,Part-Time,Production,Female,Black,Widowed,External,Completed,4,1,1,2,2,105.18,29,3
SVG,Active,Contract,Zone C,Full-Time,Production,Female,White,Divorced,External,Completed,5,4,4,2,3,287.3,69,3
EW,Active,Full-Time,Zone C,Part-Time,Production,Female,Other,Divorced,External,Failed,2,2,4,4,3,661.36,37,3
WBL,Terminated,Contract,Zone A,Full-Time,Production,Female,Asian,Single,Internal,Incomplete,5,4,5,5,5,220.95,61,3
NEL,Active,Part-Time,Zone A,Temporary,Production,Male,Hispanic,Married,External,Failed,1,4,1,1,5,747.61,26,3
PL,Active,Part-Time,Zone B,Full-Time,Production,Female,Hispanic,Married,Internal,Completed,5,2,1,5,1,575.77,22,3
BPC,Active,Part-Time,Zone A,Part-Time,Production,Female,Black,Married,Internal,Incomplete,2,5,4,2,2,754.8,56,3
CCDR,Active,Part-Time,Zone B,Temporary,Production,Female,White,Divorced,External,Passed,5,1,2,4,2,585.65,75,2
SVG,Active,Part-Time,Zone C,Full-Time,Production,Female,Asian,Single,Internal,Completed,5,5,2,3,2,623.98,38,2
EW,Active,Contract,Zone C,Part-Time,Production,Female,Asian,Married,Internal,Failed,5,2,2,3,3,774.02,50,2
MSC,Active,Part-Time,Zone C,Part-Time,Production,Female,Black,Divorced,External,Completed,1,5,3,4,4,866.14,75,2
NEL,Terminated,Part-Time,Zone A,Part-Time,Production,Male,White,Married,External,Incomplete,4,2,2,3,2,704.42,56,2
PL,Active,Full-Time,Zone B,Temporary,Production,Female,Other,Widowed,External,Incomplete,2,1,4,1,5,164.41,27,2
BPC,Active,Contract,Zone C,Part-Time,Production,Female,Black,Single,External,Failed,2,1,5,1,3,559.87,69,2
CCDR,Terminated,Full-Time,Zone A,Full-Time,Production,Male,White,Single,External,Completed,5,5,2,3,2,572.11,39,2
SVG,Terminated,Contract,Zone C,Full-Time,Production,Female,Asian,Divorced,External,Passed,4,2,3,1,2,724.83,35,2
EW,Active,Contract,Zone B,Temporary,Production,Female,White,Single,Internal,Failed,1,2,4,2,5,198.35,59,3
MSC,Active,Full-Time,Zone C,Full-Time,Production,Female,White,Divorced,External,Passed,4,4,3,4,3,142.7,43,3
TNS,Active,Contract,Zone A,Full-Time,Production,Female,Asian,Single,External,Incomplete,4,3,1,5,2,910.99,68,3
PYZ,Active,Contract,Zone C,Part-Time,Production,Male,Other,Married,Internal,Completed,2,5,1,5,4,863.83,30,3
WBL,Active,Contract,Zone A,Part-Time,Production,Female,Asian,Married,Internal,Completed,4,5,4,5,4,606.57,51,3
NEL,Terminated,Contract,Zone A,Part-Time,Production,Female,Asian,Married,External,Incomplete,1,1,4,1,2,333.27,34,3
PL,Active,Part-Time,Zone B,Part-Time,Production,Female,Other,Divorced,Internal,Passed,2,5,2,3,3,284.05,37,2
BPC,Active,Full-Time,Zone B,Full-Time,Production,Female,Black,Divorced,Internal,Incomplete,4,2,3,5,1,271.69,78,2
CCDR,Active,Contract,Zone A,Temporary,Production,Female,Other,Widowed,Internal,Completed,5,2,4,3,3,274.22,80,2
SVG,Active,Full-Time,Zone C,Full-Time,Production,Female,Black,Divorced,External,Incomplete,5,3,3,1,1,448.93,68,2
WBL,Active,Full-Time,Zone B,Full-Time,IT/IS,Female,Other,Married,Internal,Incomplete,5,5,3,3,3,907.13,70,2
PYZ,Active,Part-Time,Zone C,Part-Time,IT/IS,Male,Black,Widowed,External,Completed,5,2,2,5,3,545.69,20,2
PL,Active,Part-Time,Zone C,Temporary,IT/IS,Female,Black,Single,Internal,Completed,4,1,5,3,5,220.14,56,3
WBL,Active,Contract,Zone C,Temporary,IT/IS,Female,White,Married,External,Completed,5,1,5,3,3,906.62,49,3
MSC,Active,Full-Time,Zone C,Part-Time,IT/IS,Female,White,Widowed,Internal,Incomplete,1,4,1,5,1,160.81,31,3
EW,Active,Part-Time,Zone A,Full-Time,IT/IS,Female,Asian,Married,Internal,Passed,5,1,4,2,1,196.03,58,3
CCDR,Active,Contract,Zone C,Full-Time,IT/IS,Female,Black,Married,Internal,Passed,4,1,1,5,4,973.62,70,3
BPC,Active,Contract,Zone B,Temporary,IT/IS,Female,Asian,Divorced,External,Failed,1,1,5,5,3,227.0,60,3
WBL,Active,Part-Time,Zone B,Temporary,IT/IS,Female,Hispanic,Single,External,Incomplete,1,4,5,2,4,587.29,50,3
TNS,Active,Part-Time,Zone A,Temporary,IT/IS,Female,Hispanic,Divorced,External,Failed,4,2,1,2,1,315.39,25,3
SVG,Active,Part-Time,Zone B,Part-Time,IT/IS,Female,Asian,Widowed,Internal,Incomplete,4,4,1,5,5,222.99,52,3
SVG,Active,Part-Time,Zone C,Part-Time,IT/IS,Female,Hispanic,Widowed,External,Failed,5,5,2,2,5,401.35,56,3
EW,Active,Contract,Zone B,Temporary,IT/IS,Female,Asian,Married,External,Completed,4,3,3,5,4,938.01,61,3
MSC,Active,Contract,Zone C,Part-Time,IT/IS,Female,Hispanic,Single,Internal,Incomplete,4,1,5,1,1,737.04,26,3
TNS,Active,Part-Time,Zone A,Temporary,IT/IS,Female,Hispanic,Widowed,External,Failed,4,2,3,5,3,303.01,22,3
BPC,Active,Full-Time,Zone C,Temporary,IT/IS,Female,Asian,Widowed,External,Completed,2,1,1,4,2,905.55,78,3
CCDR,Active,Full-Time,Zone A,Temporary,IT/IS,Female,Asian,Divorced,Internal,Failed,4,2,1,3,2,914.52,21,3
EW,Active,Part-Time,Zone A,Full-Time,IT/IS,Male,Black,Divorced,External,Passed,2,1,2,2,3,789.98,52,3
SVG,Active,Contract,Zone A,Full-Time,IT/IS,Female,White,Married,Internal,Completed,1,4,4,5,3,125.06,59,3
EW,Active,Contract,Zone B,Full-Time,IT/IS,Female,Black,Widowed,Internal,Passed,5,2,3,4,2,894.09,26,2
MSC,Active,Part-Time,Zone B,Part-Time,IT/IS,Female,White,Divorced,External,Passed,4,3,2,2,3,713.03,76,0
TNS,Active,Part-Time,Zone A,Temporary,IT/IS,Female,Asian,Divorced,Internal,Incomplete,4,3,1,1,5,897.51,45,0
PYZ,Active,Part-Time,Zone A,Full-Time,IT/IS,Female,Hispanic,Married,External,Passed,2,1,5,5,3,634.34,46,1
WBL,Active,Full-Time,Zone A,Part-Time,IT/IS,Female,Other,Single,Internal,Failed,2,1,2,2,3,352.54,30,1
NEL,Active,Part-Time,Zone A,Full-Time,IT/IS,Male,Hispanic,Single,External,Completed,5,4,5,2,4,128.25,80,1
MSC,Active,Contract,Zone B,Full-Time,IT/IS,Female,Asian,Single,Internal,Passed,1,5,1,1,1,893.71,42,1
EW,Active,Part-Time,Zone C,Full-Time,IT/IS,Female,Black,Married,External,Completed,2,1,1,4,3,693.52,46,1
CCDR,Active,Full-Time,Zone B,Full-Time,IT/IS,Female,Other,Single,Internal,Failed,1,3,5,3,1,162.62,68,1
BPC,Active,Full-Time,Zone A,Temporary,IT/IS,Female,Hispanic,Widowed,External,Passed,1,2,1,2,2,144.74,70,1
WBL,Active,Full-Time,Zone B,Temporary,IT/IS,Female,Other,Single,External,Completed,2,2,5,2,3,240.77,47,1
TNS,Active,Part-Time,Zone B,Temporary,IT/IS,Male,Hispanic,Widowed,External,Completed,2,4,4,3,5,905.56,49,1
SVG,Active,Full-Time,Zone C,Part-Time,IT/IS,Male,Asian,Divorced,Internal,Passed,5,1,3,4,4,273.84,61,1
SVG,Active,Part-Time,Zone B,Part-Time,IT/IS,Female,Hispanic,Married,Internal,Incomplete,2,2,4,5,4,980.41,21,1
EW,Active,Part-Time,Zone C,Part-Time,IT/IS,Female,Hispanic,Married,External,Failed,2,4,4,4,5,834.95,40,1
MSC,Active,Full-Time,Zone C,Temporary,IT/IS,Female,Hispanic,Married,External,Failed,4,3,2,4,1,627.11,28,1
TNS,Active,Full-Time,Zone A,Part-Time,IT/IS,Female,Other,Married,External,Passed,4,1,3,5,4,242.22,69,1
PYZ,Active,Contract,Zone C,Temporary,IT/IS,Female,Other,Married,Internal,Passed,4,4,2,1,2,804.01,73,1
WBL,Active,Part-Time,Zone C,Part-Time,IT/IS,Male,Black,Divorced,Internal,Incomplete,5,2,4,4,1,968.2,75,1
NEL,Active,Contract,Zone B,Part-Time,IT/IS,Male,White,Divorced,Internal,Completed,4,3,4,5,2,364.36,47,1
SVG,Active,Part-Time,Zone B,Temporary,IT/IS,Female,Hispanic,Widowed,External,Incomplete,2,3,4,4,3,803.16,35,1
EW,Active,Part-Time,Zone B,Temporary,IT/IS,Female,Hispanic,Widowed,External,Incomplete,2,1,5,5,2,571.12,23,1
MSC,Active,Contract,Zone C,Part-Time,IT/IS,Female,Black,Divorced,External,Failed,4,3,5,5,2,705.36,24,1
TNS,Active,Contract,Zone C,Temporary,IT/IS,Female,Asian,Married,Internal,Failed,5,4,2,1,5,565.78,60,1
PYZ,Active,Part-Time,Zone B,Temporary,IT/IS,Female,Hispanic,Divorced,External,Incomplete,2,4,4,4,5,593.14,44,1
WBL,Active,Contract,Zone B,Part-Time,IT/IS,Male,White,Widowed,Internal,Completed,4,1,3,3,1,648.23,47,1
PYZ,Active,Full-Time,Zone A,Full-Time,IT/IS,Female,Other,Single,External,Incomplete,1,5,1,2,1,426.97,38,1
SVG,Active,Full-Time,Zone A,Part-Time,IT/IS,Female,Hispanic,Single,Internal,Failed,2,3,2,5,4,267.76,64,1
TNS,Active,Full-Time,Zone C,Part-Time,IT/IS,Female,Hispanic,Single,Internal,Completed,2,1,4,4,1,357.69,30,1
WBL,Active,Part-Time,Zone C,Full-Time,IT/IS,Female,Asian,Widowed,Internal,Completed,5,5,5,4,1,312.42,38,1
WBL,Active,Contract,Zone B,Full-Time,IT/IS,Male,White,Married,External,Incomplete,2,4,3,5,2,456.3,33,1
TNS,Active,Full-Time,Zone C,Part-Time,IT/IS,Male,White,Widowed,Internal,Failed,2,2,5,4,2,675.95,22,1
SVG,Active,Part-Time,Zone A,Temporary,IT/IS,Female,Hispanic,Divorced,External,Failed,1,1,2,5,3,754.61,61,1
EW,Active,Part-Time,Zone B,Temporary,IT/IS,Female,Hispanic,Widowed,Internal,Incomplete,1,3,1,4,2,377.64,28,1
MSC,Active,Full-Time,Zone B,Part-Time,IT/IS,Female,Black,Divorced,External,Failed,2,2,1,5,3,647.41,64,1
TNS,Active,Contract,Zone A,Temporary,IT/IS,Female,Other,Divorced,External,Incomplete,2,4,4,3,3,122.43,69,1
PYZ,Active,Contract,Zone B,Temporary,IT/IS,Male,Hispanic,Single,Internal,Incomplete,2,3,1,4,5,662.94,55,1
WBL,Active,Part-Time,Zone A,Part-Time,IT/IS,Male,White,Single,External,Failed,5,1,2,3,3,465.3,42,1
SVG,Active,Contract,Zone C,Part-Time,IT/IS,Female,Hispanic,Single,Internal,Failed,1,2,4,2,4,680.88,75,1
EW,Active,Full-Time,Zone B,Temporary,IT/IS,Female,Other,Single,External,Completed,5,5,3,2,5,898.01,45,1
MSC,Active,Full-Time,Zone A,Part-Time,IT/IS,Female,Hispanic,Divorced,Internal,Passed,4,1,3,3,1,518.79,52,1
TNS,Active,Contract,Zone C,Full-Time,IT/IS,Male,White,Single,Internal,Failed,2,2,3,2,2,677.84,58,1
PYZ,Active,Full-Time,Zone C,Full-Time,IT/IS,Male,Hispanic,Divorced,Internal,Incomplete,1,5,5,1,1,109.33,46,1
PYZ,Active,Contract,Zone C,Part-Time,IT/IS,Female,Asian,Single,Internal,Passed,4,4,4,3,2,781.35,67,1
SVG,Active,Full-Time,Zone A,Temporary,IT/IS,Female,Hispanic,Single,Internal,Failed,2,5,4,4,4,632.57,26,1
TNS,Active,Part-Time,Zone C,Full-Time,IT/IS,Female,Black,Divorced,Internal,Passed,2,5,5,3,5,233.42,35,1
WBL,Active,Full-Time,Zone A,Part-Time,IT/IS,Male,Other,Divorced,External,Passed,4,5,2,3,4,301.15,64,1
BPC,Active,Full-Time,Zone A,Temporary,IT/IS,Male,Other,Widowed,External,Failed,4,2,5,1,2,255.54,20,1
EW,Active,Part-Time,Zone B,Full-Time,Production,Male,Asian,Married,External,Incomplete,2,5,4,3,5,138.4,72,1
TNS,Active,Full-Time,Zone B,Temporary,Production,Female,White,Divorced,External,Completed,1,5,2,2,3,851.87,41,1
CCDR,Active,Contract,Zone B,Temporary,Production,Female,Hispanic,Widowed,Internal,Completed,5,3,4,4,3,592.23,59,1
CCDR,Active,Part-Time,Zone B,Temporary,Production,Female,White,Widowed,External,Completed,4,5,4,2,4,544.43,59,1
EW,Active,Contract,Zone C,Full-Time,Production,Male,Other,Divorced,External,Passed,1,2,5,1,4,230.57,45,1
PYZ,Terminated,Contract,Zone A,Temporary,Production,Female,White,Married,External,Passed,4,4,2,5,3,493.98,33,1
PL,Active,Full-Time,Zone C,Full-Time,Production,Male,Hispanic,Single,Internal,Failed,4,1,4,2,4,761.7,21,1
PL,Active,Part-Time,Zone A,Full-Time,Production,Male,Asian,Single,External,Incomplete,4,1,5,3,5,454.55,52,1
WBL,Terminated,Part-Time,Zone B,Temporary,Admin Offices,Male,White,Single,External,Failed,4,4,2,1,1,183.88,57,1
EW,Active,Part-Time,Zone C,Part-Time,IT/IS,Female,Other,Widowed,External,Passed,2,1,4,4,3,839.16,62,1
BPC,Active,Full-Time,Zone C,Temporary,Production,Male,Other,Single,Internal,Completed,5,4,3,3,4,679.57,51,1
NEL,Active,Contract,Zone B,Temporary,Production,Male,Black,Divorced,External,Failed,2,4,4,4,5,107.64,37,1
PYZ,Active,Contract,Zone B,Part-Time,Production,Female,White,Single,Internal,Passed,2,4,4,2,4,560.64,61,1
NEL,Active,Full-Time,Zone A,Temporary,Production,Female,Black,Divorced,Internal,Failed,5,5,1,4,2,187.85,34,1
BPC,Active,Full-Time,Zone A,Part-Time,Admin Offices,Male,White,Single,External,Completed,4,2,5,3,3,353.58,57,1
EW,Active,Full-Time,Zone B,Temporary,Sales,Female,Hispanic,Widowed,Internal,Failed,2,4,1,3,4,575.55,78,1
NEL,Active,Contract,Zone B,Part-Time,Production,Female,Black,Married,Internal,Incomplete,4,3,4,1,5,973.53,35,1
TNS,Active,Contract,Zone C,Temporary,Production,Male,White,Widowed,External,Completed,2,5,1,1,3,894.38,57,1
CCDR,Active,Contract,Zone B,Full-Time,Production,Male,Other,Single,Internal,Failed,2,5,3,1,1,510.67,22,1
PYZ,Active,Contract,Zone A,Part-Time,Production,Male,Black,Single,External,Failed,4,4,4,4,1,261.17,45,1
SVG,Active,Full-Time,Zone B,Temporary,Production,Female,Asian,Divorced,Internal,Passed,5,3,5,4,5,448.38,23,1
TNS,Active,Full-Time,Zone B,Temporary,Production,Female,Hispanic,Divorced,Internal,Passed,1,4,4,5,4,808.77,48,1
WBL,Terminated,Part-Time,Zone C,Full-Time,Production,Female,Black,Single,Internal,Completed,2,5,4,1,5,691.71,60,1
WBL,Active,Full-Time,Zone B,Full-Time,Production,Female,Other,Married,External,Failed,4,3,2,1,1,145.08,65,1
TNS,Active,Part-Time,Zone A,Temporary,Production,Female,Asian,Married,External,Failed,2,2,1,2,4,922.03,80,1
SVG,Active,Full-Time,Zone A,Full-Time,Production,Female,Black,Single,External,Completed,5,5,1,2,2,668.1,73,1
PYZ,Active,Part-Time,Zone C,Temporary,Production,Female,Asian,Single,Internal,Incomplete,1,3,1,4,4,475.03,75,1
PL,Terminated,Contract,Zone C,Temporary,Production,Female,Hispanic,Married,Internal,Passed,4,2,5,3,2,173.45,31,1
NEL,Terminated,Contract,Zone C,Temporary,Production,Female,Black,Divorced,External,Passed,5,5,5,1,2,813.39,62,1
MSC,Active,Full-Time,Zone B,Part-Time,Production,Female,White,Divorced,Internal,Passed,2,5,1,2,5,759.9,64,1
EW,Active,Part-Time,Zone A,Full-Time,Production,Female,White,Divorced,External,Incomplete,2,4,5,5,2,933.39,49,1
CCDR,Active,Part-Time,Zone B,Full-Time,Production,Male,Hispanic,Married,External,Failed,1,3,4,3,2,217.33,21,1
BPC,Active,Part-Time,Zone C,Part-Time,Executive Office,Male,Asian,Single,Internal,Passed,2,5,2,3,2,856.15,32,1
EW,Active,Full-Time,Zone A,Full-Time,Production,Male,Other,Divorced,Internal,Completed,5,1,2,3,4,751.86,23,1
CCDR,Active,Part-Time,Zone A,Part-Time,Production,Male,Hispanic,Widowed,Internal,Incomplete,2,2,5,5,1,309.24,28,1
BPC,Active,Part-Time,Zone B,Part-Time,Production,Male,Hispanic,Single,Internal,Incomplete,5,4,1,3,4,581.95,39,1
PYZ,Active,Part-Time,Zone A,Full-Time,Production,Female,Black,Divorced,External,Passed,2,5,3,2,5,616.43,48,1
WBL,Active,Full-Time,Zone C,Part-Time,IT/IS,Male,Asian,Widowed,Internal,Completed,4,1,4,3,3,623.75,68,1
NEL,Active,Part-Time,Zone C,Full-Time,IT/IS,Male,Asian,Divorced,External,Passed,2,5,2,3,1,802.99,21,1
PL,Active,Part-Time,Zone C,Part-Time,IT/IS,Female,Asian,Married,External,Failed,1,4,1,3,1,725.98,58,1
CCDR,Active,Full-Time,Zone A,Full-Time,Production,Female,Other,Married,External,Incomplete,4,4,3,2,1,252.59,36,1
SVG,Active,Full-Time,Zone B,Full-Time,Production,Male,Asian,Divorced,Internal,Failed,2,4,2,5,1,731.84,48,1
EW,Active,Full-Time,Zone A,Temporary,Production,Female,Black,Single,External,Failed,1,2,2,1,1,787.01,76,1
MSC,Active,Part-Time,Zone A,Temporary,Production,Female,White,Widowed,External,Incomplete,2,2,1,5,2,303.8,65,1
TNS,Terminated,Contract,Zone A,Part-Time,Production,Female,White,Widowed,Internal,Passed,5,5,4,3,3,832.15,36,1
PYZ,Terminated,Part-Time,Zone A,Full-Time,Production,Female,White,Single,External,Incomplete,4,5,1,3,5,509.71,58,1
WBL,Active,Full-Time,Zone C,Full-Time,Production,Female,Black,Divorced,Internal,Incomplete,2,4,2,5,3,781.95,72,1
NEL,Active,Contract,Zone C,Part-Time,Production,Female,Asian,Divorced,Internal,Completed,5,4,3,4,3,178.4,59,1
PL,Active,Part-Time,Zone C,Temporary,Production,Female,Asian,Divorced,External,Incomplete,5,2,1,3,3,964.4,62,1
BPC,Terminated,Part-Time,Zone A,Temporary,Production,Female,Black,Widowed,External,Incomplete,4,1,2,4,1,299.75,25,1
CCDR,Active,Part-Time,Zone A,Temporary,Production,Female,Asian,Divorced,Internal,Completed,1,4,4,1,2,745.68,21,1
SVG,Active,Contract,Zone A,Temporary,Production,Female,Black,Single,External,Completed,2,3,1,4,5,263.21,75,1
EW,Active,Full-Time,Zone A,Part-Time,Production,Male,Black,Married,External,Incomplete,4,4,1,2,1,802.98,49,1
MSC,Active,Full-Time,Zone B,Part-Time,Production,Male,Asian,Divorced,Internal,Passed,4,1,4,3,3,960.9,39,1
TNS,Active,Full-Time,Zone A,Full-Time,Executive Office,Male,Asian,Single,External,Incomplete,2,2,3,1,2,209.86,57,1
SVG,Active,Full-Time,Zone C,Part-Time,Production,Male,Other,Married,Internal,Passed,2,3,4,5,2,942.81,64,1
TNS,Active,Contract,Zone C,Part-Time,Production,Male,Black,Divorced,Internal,Failed,1,2,5,3,3,108.2,67,1
WBL,Active,Contract,Zone C,Full-Time,Production,Male,White,Widowed,Internal,Completed,4,1,1,1,3,144.68,48,1
BPC,Active,Full-Time,Zone C,Temporary,IT/IS,Female,Asian,Divorced,Internal,Failed,1,5,4,2,4,769.76,68,1
CCDR,Active,Contract,Zone A,Temporary,IT/IS,Male,Asian,Single,Internal,Failed,4,3,3,5,5,860.16,38,1
EW,Active,Full-Time,Zone C,Temporary,IT/IS,Male,White,Divorced,Internal,Completed,4,1,5,5,4,957.24,78,1
CCDR,Active,Contract,Zone A,Full-Time,Production,Female,Other,Single,External,Completed,4,5,1,5,3,301.03,35,1
SVG,Active,Full-Time,Zone C,Part-Time,Production,Male,Other,Single,Internal,Incomplete,4,1,4,3,2,366.82,32,1
EW,Active,Part-Time,Zone C,Temporary,Production,Female,Other,Married,External,Completed,4,2,3,5,2,819.8,47,1
MSC,Terminated,Full-Time,Zone B,Part-Time,Production,Female,Black,Married,Internal,Failed,1,3,1,5,5,369.94,50,1
TNS,Terminated,Contract,Zone A,Temporary,Production,Female,White,Single,External,Failed,5,4,5,3,1,811.91,20,1
PYZ,Active,Full-Time,Zone A,Full-Time,Production,Female,Hispanic,Divorced,Internal,Failed,2,1,5,2,2,121.05,34,1
WBL,Active,Part-Time,Zone C,Temporary,Production,Female,Other,Single,Internal,Completed,5,1,4,3,1,704.53,53,1
NEL,Active,Full-Time,Zone B,Temporary,Production,Female,Hispanic,Single,Internal,Completed,4,1,3,4,5,959.22,21,1
PL,Active,Contract,Zone C,Temporary,Production,Female,Other,Divorced,External,Completed,1,2,5,5,2,967.05,28,1
BPC,Terminated,Full-Time,Zone B,Temporary,Production,Female,Hispanic,Married,External,Incomplete,2,2,1,5,3,379.57,49,1
CCDR,Active,Part-Time,Zone A,Full-Time,Production,Female,Hispanic,Widowed,External,Completed,4,5,3,1,3,811.14,39,1
SVG,Active,Full-Time,Zone A,Part-Time,Production,Female,White,Single,Internal,Passed,1,2,3,2,1,780.53,42,1
EW,Active,Part-Time,Zone C,Full-Time,Production,Male,Asian,Single,Internal,Passed,1,4,4,2,1,927.52,46,1
MSC,Active,Part-Time,Zone C,Full-Time,Production,Male,Black,Widowed,Internal,Completed,4,5,5,1,2,317.31,67,1
TNS,Active,Part-Time,Zone A,Temporary,Executive Office,Male,Black,Divorced,Internal,Failed,2,1,4,5,3,858.34,47,1
EW,Active,Contract,Zone B,Temporary,Production,Male,Hispanic,Widowed,Internal,Incomplete,4,3,3,5,4,173.96,76,1
MSC,Active,Full-Time,Zone B,Temporary,Production,Male,White,Widowed,External,Completed,2,2,3,3,4,889.07,27,1
TNS,Active,Part-Time,Zone B,Full-Time,IT/IS,Female,Hispanic,Married,Internal,Failed,2,2,4,3,3,198.56,21,1
PYZ,Active,Part-Time,Zone C,Full-Time,IT/IS,Female,White,Divorced,External,Completed,2,5,1,1,5,572.14,51,1
WBL,Active,Contract,Zone C,Temporary,IT/IS,Male,Asian,Single,External,Failed,1,1,1,4,3,945.93,76,1
NEL,Active,Part-Time,Zone C,Temporary,IT/IS,Male,Black,Single,External,Passed,4,4,1,1,4,668.66,66,1
PL,Active,Contract,Zone B,Temporary,Production,Female,Black,Married,Internal,Failed,1,1,2,3,3,483.49,79,1
PYZ,Active,Part-Time,Zone B,Temporary,Production,Male,Black,Married,External,Incomplete,4,5,3,3,3,164.22,27,1
SVG,Active,Full-Time,Zone B,Part-Time,Production,Female,Other,Married,External,Failed,2,4,4,3,3,850.73,24,1
TNS,Terminated,Part-Time,Zone B,Part-Time,Production,Female,Asian,Widowed,Internal,Passed,1,4,4,3,1,400.62,31,1
WBL,Terminated,Full-Time,Zone C,Full-Time,Production,Female,Asian,Divorced,External,Failed,2,4,4,2,4,148.29,26,1
BPC,Active,Full-Time,Zone C,Part-Time,Production,Female,Asian,Married,Internal,Incomplete,2,5,4,5,3,543.65,46,1
CCDR,Active,Full-Time,Zone C,Temporary,Production,Female,Hispanic,Widowed,External,Incomplete,2,2,5,1,3,282.26,38,1
EW,Active,Full-Time,Zone A,Temporary,Production,Male,Black,Widowed,External,Completed,5,4,2,4,3,123.81,59,1
MSC,Terminated,Contract,Zone A,Temporary,Production,Female,Black,Married,External,Passed,1,1,1,1,5,355.8,65,1
NEL,Terminated,Full-Time,Zone B,Part-Time,Production,Female,Asian,Divorced,Internal,Incomplete,2,4,2,5,3,184.59,74,1
